:START_ID(Charge),:END_ID(ProcedureCode),:TYPE
ACR:10005381,73706,USES_PROCEDURE
ACR:10005382,73223,USES_PROCEDURE
ACR:10005383,72141,USES_PROCEDURE
ACR:10005384,71046,USES_PROCEDURE
ACR:10005385,76700,USES_PROCEDURE
ACR:10005386,70450,USES_PROCEDURE
ACR:10005387,73201,USES_PROCEDURE
ACR:10005388,73721,USES_PROCEDURE
ACR:10005389,G9551,USES_PROCEDURE
ACR:10005390,74176,USES_PROCEDURE
ACR:10005391,73222,USES_PROCEDURE
ACR:10005392,72158,USES_PROCEDURE
ACR:10005393,76817,USES_PROCEDURE
ACR:10005394,76536,USES_PROCEDURE
ACR:10005395,74175,USES_PROCEDURE
ACR:10005396,74177,USES_PROCEDURE
ACR:10005397,72141,USES_PROCEDURE
RADH:10005398,71045,USES_PROCEDURE
RADH:10005399,70540,USES_PROCEDURE
RADH:10005400,G9551,USES_PROCEDURE
RADH:10005401,70553,USES_PROCEDURE
RADH:10005402,71250,USES_PROCEDURE
RADH:10005403,72141,USES_PROCEDURE
RADH:10005404,70450,USES_PROCEDURE
RADH:10005405,G9553,USES_PROCEDURE
SMED:10005406,77067,USES_PROCEDURE
SMED:10005407,70540,USES_PROCEDURE
SMED:10005408,G9552,USES_PROCEDURE
SMED:10005409,70540,USES_PROCEDURE
SMED:10005410,76805,USES_PROCEDURE
SMED:10005411,70553,USES_PROCEDURE
SMED:10005412,70553,USES_PROCEDURE
SMED:10005413,77067,USES_PROCEDURE
SMED:10005414,74183,USES_PROCEDURE
SMED:10005415,72148,USES_PROCEDURE
CRC:10005416,71048,USES_PROCEDURE
CRC:10005417,76817,USES_PROCEDURE
CRC:10005418,71047,USES_PROCEDURE
CRC:10005419,73706,USES_PROCEDURE
CRC:10005420,G9551,USES_PROCEDURE
CRC:10005421,77067,USES_PROCEDURE
CRC:10005422,76604,USES_PROCEDURE
CRC:10005423,G9553,USES_PROCEDURE
CRC:10005424,74177,USES_PROCEDURE
CRC:10005425,71045,USES_PROCEDURE
CRC:10005426,71046,USES_PROCEDURE
CRC:10005427,71046,USES_PROCEDURE
CRC:10005428,70553,USES_PROCEDURE
CRC:10005429,73721,USES_PROCEDURE
CRC:10005430,70540,USES_PROCEDURE
CRC:10005431,70486,USES_PROCEDURE
CRC:10005432,76536,USES_PROCEDURE
CRC:10005433,74177,USES_PROCEDURE
CRC:10005434,72141,USES_PROCEDURE
CRC:10005435,76700,USES_PROCEDURE
CRC:10005436,71048,USES_PROCEDURE
CRC:10005437,70544,USES_PROCEDURE
CRC:10005438,74177,USES_PROCEDURE
CRC:10005439,74183,USES_PROCEDURE
PMR:10005440,70544,USES_PROCEDURE
PMR:10005441,72141,USES_PROCEDURE
PMR:10005442,G9551,USES_PROCEDURE
PMR:10005443,74178,USES_PROCEDURE
PMR:10005444,76805,USES_PROCEDURE
PMR:10005445,76700,USES_PROCEDURE
PMR:10005446,77067,USES_PROCEDURE
PMR:10005447,70486,USES_PROCEDURE
RADH:10005448,71046,USES_PROCEDURE
RADH:10005449,76700,USES_PROCEDURE
RADH:10005450,72141,USES_PROCEDURE
RADH:10005451,70544,USES_PROCEDURE
RADH:10005452,77067,USES_PROCEDURE
RADH:10005453,74183,USES_PROCEDURE
RADH:10005454,77080,USES_PROCEDURE
RADH:10005455,73223,USES_PROCEDURE
RADH:10005456,71250,USES_PROCEDURE
RADH:10005457,71048,USES_PROCEDURE
RADH:10005458,70540,USES_PROCEDURE
RADH:10005459,G9551,USES_PROCEDURE
RADH:10005460,71048,USES_PROCEDURE
RADH:10005461,71046,USES_PROCEDURE
RADH:10005462,76700,USES_PROCEDURE
RADH:10005463,72148,USES_PROCEDURE
RADH:10005464,71048,USES_PROCEDURE
RADH:10005465,73201,USES_PROCEDURE
RADH:10005466,70450,USES_PROCEDURE
RADH:10005467,71048,USES_PROCEDURE
RADK:10005468,71048,USES_PROCEDURE
RADK:10005469,71048,USES_PROCEDURE
RADK:10005470,73721,USES_PROCEDURE
RADK:10005471,70553,USES_PROCEDURE
RADK:10005472,73222,USES_PROCEDURE
RADK:10005473,77065,USES_PROCEDURE
MRB:10005474,74178,USES_PROCEDURE
MRB:10005475,72148,USES_PROCEDURE
MRB:10005476,71046,USES_PROCEDURE
MRB:10005477,73721,USES_PROCEDURE
MRB:10005478,74177,USES_PROCEDURE
MRB:10005479,71250,USES_PROCEDURE
MRB:10005480,72195,USES_PROCEDURE
MRB:10005481,74175,USES_PROCEDURE
MRB:10005482,76536,USES_PROCEDURE
MRB:10005483,71048,USES_PROCEDURE
MRB:10005484,70486,USES_PROCEDURE
RADS:10005485,71045,USES_PROCEDURE
RADS:10005486,70450,USES_PROCEDURE
RADS:10005487,73706,USES_PROCEDURE
RADS:10005488,73706,USES_PROCEDURE
RADS:10005489,76536,USES_PROCEDURE
RADS:10005490,73222,USES_PROCEDURE
RADS:10005491,74175,USES_PROCEDURE
RADS:10005492,70486,USES_PROCEDURE
RADS:10005493,76770,USES_PROCEDURE
RADS:10005494,73201,USES_PROCEDURE
RADS:10005495,G9553,USES_PROCEDURE
RADS:10005496,72158,USES_PROCEDURE
RADS:10005497,76805,USES_PROCEDURE
ACR:10005498,76536,USES_PROCEDURE
ACR:10005499,74183,USES_PROCEDURE
ACR:10005500,70553,USES_PROCEDURE
ACR:10005501,73223,USES_PROCEDURE
ACR:10005502,70553,USES_PROCEDURE
ACR:10005503,77080,USES_PROCEDURE
ACR:10005504,70553,USES_PROCEDURE
ACR:10005505,71250,USES_PROCEDURE
ACR:10005506,76700,USES_PROCEDURE
ACR:10005507,73706,USES_PROCEDURE
ACR:10005508,70544,USES_PROCEDURE
ACR:10005509,71250,USES_PROCEDURE
ACR:10005510,73706,USES_PROCEDURE
ACR:10005511,76817,USES_PROCEDURE
ACR:10005512,71045,USES_PROCEDURE
ACR:10005513,76700,USES_PROCEDURE
ACR:10005514,77065,USES_PROCEDURE
ACR:10005515,73223,USES_PROCEDURE
ACR:10005516,74178,USES_PROCEDURE
RADO:10005517,74176,USES_PROCEDURE
RADO:10005518,G9553,USES_PROCEDURE
RADO:10005519,71046,USES_PROCEDURE
RADO:10005520,71048,USES_PROCEDURE
RADG:10005521,G9551,USES_PROCEDURE
RADG:10005522,74175,USES_PROCEDURE
RADG:10005523,74176,USES_PROCEDURE
RADG:10005524,77067,USES_PROCEDURE
RADG:10005525,76770,USES_PROCEDURE
RADG:10005526,73706,USES_PROCEDURE
RADK:10005527,71047,USES_PROCEDURE
RADK:10005528,72195,USES_PROCEDURE
RADK:10005529,73201,USES_PROCEDURE
RADK:10005530,73706,USES_PROCEDURE
RADK:10005531,76700,USES_PROCEDURE
RADK:10005532,G9552,USES_PROCEDURE
RADX:10005533,76770,USES_PROCEDURE
RADX:10005534,71045,USES_PROCEDURE
RADX:10005535,73222,USES_PROCEDURE
RADX:10005536,73223,USES_PROCEDURE
RADX:10005537,76805,USES_PROCEDURE
RADX:10005538,G9552,USES_PROCEDURE
RADX:10005539,70544,USES_PROCEDURE
RADX:10005540,72148,USES_PROCEDURE
RADX:10005541,77065,USES_PROCEDURE
RADX:10005542,74176,USES_PROCEDURE
RADX:10005543,72148,USES_PROCEDURE
RADX:10005544,74178,USES_PROCEDURE
RADX:10005545,72141,USES_PROCEDURE
RADX:10005546,73222,USES_PROCEDURE
RADX:10005547,74183,USES_PROCEDURE
RADX:10005548,76604,USES_PROCEDURE
RADX:10005549,71046,USES_PROCEDURE
RADD:10005550,72148,USES_PROCEDURE
RADD:10005551,73706,USES_PROCEDURE
RADD:10005552,76604,USES_PROCEDURE
RADD:10005553,72195,USES_PROCEDURE
RADD:10005554,70450,USES_PROCEDURE
RADD:10005555,74175,USES_PROCEDURE
RADD:10005556,73223,USES_PROCEDURE
RADD:10005557,71046,USES_PROCEDURE
RADD:10005558,73721,USES_PROCEDURE
RADD:10005559,70544,USES_PROCEDURE
RADD:10005560,77067,USES_PROCEDURE
RADD:10005561,71045,USES_PROCEDURE
RADD:10005562,71250,USES_PROCEDURE
RADD:10005563,G9551,USES_PROCEDURE
RADD:10005564,71046,USES_PROCEDURE
RADD:10005565,72158,USES_PROCEDURE
RADD:10005566,71046,USES_PROCEDURE
RADD:10005567,72195,USES_PROCEDURE
PXP:10005568,76536,USES_PROCEDURE
PXP:10005569,70486,USES_PROCEDURE
PXP:10005570,74176,USES_PROCEDURE
PXP:10005571,76770,USES_PROCEDURE
RADI2:10005572,72158,USES_PROCEDURE
RADI2:10005573,70486,USES_PROCEDURE
RADI2:10005574,73222,USES_PROCEDURE
RADI2:10005575,70544,USES_PROCEDURE
RADI2:10005576,73222,USES_PROCEDURE
RADI2:10005577,73222,USES_PROCEDURE
RADI2:10005578,76604,USES_PROCEDURE
RADI2:10005579,71047,USES_PROCEDURE
RADI2:10005580,G9551,USES_PROCEDURE
RADI2:10005581,71048,USES_PROCEDURE
RADJ:10005582,70450,USES_PROCEDURE
RADJ:10005583,72148,USES_PROCEDURE
RADJ:10005584,72195,USES_PROCEDURE
RADJ:10005585,G9551,USES_PROCEDURE
RADJ:10005586,G9551,USES_PROCEDURE
RADJ:10005587,73201,USES_PROCEDURE
RADJ:10005588,72141,USES_PROCEDURE
RADJ:10005589,70540,USES_PROCEDURE
RASFA:10005590,70544,USES_PROCEDURE
RASFA:10005591,G9551,USES_PROCEDURE
RASFA:10005592,73721,USES_PROCEDURE
RASFA:10005593,74175,USES_PROCEDURE
RASFA:10005594,73222,USES_PROCEDURE
RASFA:10005595,76770,USES_PROCEDURE
RASFA:10005596,72141,USES_PROCEDURE
RASFA:10005597,G9553,USES_PROCEDURE
RASFA:10005598,71047,USES_PROCEDURE
RADP:10005599,70553,USES_PROCEDURE
RADP:10005600,74183,USES_PROCEDURE
RADP:10005601,G9552,USES_PROCEDURE
RADP:10005602,76700,USES_PROCEDURE
RADP:10005603,72195,USES_PROCEDURE
RADP:10005604,72195,USES_PROCEDURE
RADY:10005605,G9552,USES_PROCEDURE
RADY:10005606,G9551,USES_PROCEDURE
RADY:10005607,70486,USES_PROCEDURE
RADY:10005608,70553,USES_PROCEDURE
RADY:10005609,76770,USES_PROCEDURE
SMED:10005610,74177,USES_PROCEDURE
SMED:10005611,77065,USES_PROCEDURE
SMED:10005612,71046,USES_PROCEDURE
SMED:10005613,73222,USES_PROCEDURE
SMED:10005614,73223,USES_PROCEDURE
SMED:10005615,72195,USES_PROCEDURE
SMED:10005616,73706,USES_PROCEDURE
SMED:10005617,73706,USES_PROCEDURE
SMED:10005618,70450,USES_PROCEDURE
SMED:10005619,71048,USES_PROCEDURE
SMED:10005620,71048,USES_PROCEDURE
SMED:10005621,70450,USES_PROCEDURE
SMED:10005622,73223,USES_PROCEDURE
SMED:10005623,71048,USES_PROCEDURE
SMED:10005624,76536,USES_PROCEDURE
RADJ:10005625,77065,USES_PROCEDURE
RADJ:10005626,70553,USES_PROCEDURE
RADJ:10005627,70553,USES_PROCEDURE
RADJ:10005628,76817,USES_PROCEDURE
RADJ:10005629,71046,USES_PROCEDURE
RADJ:10005630,71046,USES_PROCEDURE
RADJ:10005631,74178,USES_PROCEDURE
RADJ:10005632,76604,USES_PROCEDURE
RADJ:10005633,71047,USES_PROCEDURE
RADJ:10005634,76604,USES_PROCEDURE
RADJ:10005635,76700,USES_PROCEDURE
RADJ:10005636,77080,USES_PROCEDURE
RADJ:10005637,70450,USES_PROCEDURE
WRAD:10005638,72158,USES_PROCEDURE
WRAD:10005639,74176,USES_PROCEDURE
WRAD:10005640,71046,USES_PROCEDURE
WRAD:10005641,71045,USES_PROCEDURE
RADP:10005642,72148,USES_PROCEDURE
RADP:10005643,71250,USES_PROCEDURE
RADP:10005644,74176,USES_PROCEDURE
RADP:10005645,73706,USES_PROCEDURE
RADP:10005646,76536,USES_PROCEDURE
RADS2:10005647,70553,USES_PROCEDURE
RADS2:10005648,77067,USES_PROCEDURE
SAPA:10005649,71047,USES_PROCEDURE
SAPA:10005650,76770,USES_PROCEDURE
SAPA:10005651,74175,USES_PROCEDURE
SAPA:10005652,G9553,USES_PROCEDURE
SAPA:10005653,73706,USES_PROCEDURE
SAPA:10005654,77065,USES_PROCEDURE
SAPA:10005655,72141,USES_PROCEDURE
SAPA:10005656,70486,USES_PROCEDURE
SAPA:10005657,71048,USES_PROCEDURE
RADO:10005658,G9552,USES_PROCEDURE
RADO:10005659,71048,USES_PROCEDURE
RADO:10005660,73706,USES_PROCEDURE
RADO:10005661,70450,USES_PROCEDURE
RADO:10005662,73706,USES_PROCEDURE
RADO:10005663,76770,USES_PROCEDURE
RADO:10005664,76817,USES_PROCEDURE
RADO:10005665,71045,USES_PROCEDURE
RADO:10005666,76770,USES_PROCEDURE
RADO:10005667,74178,USES_PROCEDURE
RADO:10005668,70540,USES_PROCEDURE
RADO:10005669,76805,USES_PROCEDURE
RADO:10005670,71048,USES_PROCEDURE
RADO:10005671,73201,USES_PROCEDURE
RADO:10005672,76604,USES_PROCEDURE
RADO:10005673,76604,USES_PROCEDURE
RADO:10005674,73222,USES_PROCEDURE
RADO:10005675,77065,USES_PROCEDURE
RADO:10005676,70540,USES_PROCEDURE
RADO:10005677,74183,USES_PROCEDURE
RADO:10005678,73721,USES_PROCEDURE
RADO:10005679,73721,USES_PROCEDURE
RADO:10005680,70544,USES_PROCEDURE
SAPA:10005681,70544,USES_PROCEDURE
SAPA:10005682,72141,USES_PROCEDURE
SAPA:10005683,70553,USES_PROCEDURE
SAPA:10005684,77065,USES_PROCEDURE
SAPA:10005685,G9551,USES_PROCEDURE
SAPA:10005686,71046,USES_PROCEDURE
SAPA:10005687,74183,USES_PROCEDURE
SAPA:10005688,73201,USES_PROCEDURE
SAPA:10005689,76604,USES_PROCEDURE
SAPA:10005690,76817,USES_PROCEDURE
SAPA:10005691,73222,USES_PROCEDURE
SAPA:10005692,76604,USES_PROCEDURE
SAPA:10005693,70540,USES_PROCEDURE
RADU:10005694,70486,USES_PROCEDURE
RADU:10005695,76604,USES_PROCEDURE
RADU:10005696,73721,USES_PROCEDURE
RADU:10005697,76770,USES_PROCEDURE
RADU:10005698,71047,USES_PROCEDURE
RADU:10005699,74178,USES_PROCEDURE
RADU:10005700,77080,USES_PROCEDURE
RADU:10005701,G9551,USES_PROCEDURE
RADU:10005702,G9553,USES_PROCEDURE
ACR:10005703,77080,USES_PROCEDURE
ACR:10005704,74183,USES_PROCEDURE
ACR:10005705,73223,USES_PROCEDURE
ACR:10005706,74178,USES_PROCEDURE
RADI2:10005707,71046,USES_PROCEDURE
RADI2:10005708,77065,USES_PROCEDURE
RADI2:10005709,73706,USES_PROCEDURE
RADI2:10005710,G9553,USES_PROCEDURE
RADI2:10005711,70544,USES_PROCEDURE
RADI2:10005712,73721,USES_PROCEDURE
RADI2:10005713,76805,USES_PROCEDURE
RADI2:10005714,71048,USES_PROCEDURE
RADI2:10005715,76805,USES_PROCEDURE
RADI2:10005716,74176,USES_PROCEDURE
ACRB:10005717,77080,USES_PROCEDURE
RADB:10005718,76604,USES_PROCEDURE
RADB:10005719,72158,USES_PROCEDURE
RADB:10005720,74177,USES_PROCEDURE
RADB:10005721,76700,USES_PROCEDURE
RADB:10005722,76805,USES_PROCEDURE
RADB:10005723,74177,USES_PROCEDURE
RADB:10005724,72148,USES_PROCEDURE
RADB:10005725,74176,USES_PROCEDURE
RADB:10005726,70540,USES_PROCEDURE
RADB:10005727,74176,USES_PROCEDURE
RADB:10005728,74176,USES_PROCEDURE
RADB:10005729,72141,USES_PROCEDURE
RADB:10005730,76604,USES_PROCEDURE
RADB:10005731,72158,USES_PROCEDURE
RADB:10005732,71045,USES_PROCEDURE
RADB:10005733,77065,USES_PROCEDURE
RADJ:10005734,74175,USES_PROCEDURE
RADJ:10005735,72158,USES_PROCEDURE
RADJ:10005736,72195,USES_PROCEDURE
RADJ:10005737,76604,USES_PROCEDURE
RADJ:10005738,76817,USES_PROCEDURE
RADJ:10005739,76770,USES_PROCEDURE
RADH:10005740,77067,USES_PROCEDURE
RADH:10005741,76700,USES_PROCEDURE
RADH:10005742,72195,USES_PROCEDURE
RADH:10005743,G9551,USES_PROCEDURE
RADH:10005744,77065,USES_PROCEDURE
RADH:10005745,76700,USES_PROCEDURE
RADT:10005746,70553,USES_PROCEDURE
RADT:10005747,74176,USES_PROCEDURE
RADT:10005748,G9553,USES_PROCEDURE
RADT:10005749,77067,USES_PROCEDURE
RADT:10005750,76770,USES_PROCEDURE
RADT:10005751,77065,USES_PROCEDURE
RADT:10005752,73223,USES_PROCEDURE
RADT:10005753,73222,USES_PROCEDURE
RADT:10005754,71046,USES_PROCEDURE
RADT:10005755,70450,USES_PROCEDURE
RADT:10005756,76817,USES_PROCEDURE
RADT:10005757,71048,USES_PROCEDURE
RADT:10005758,72141,USES_PROCEDURE
CIRPA:10005759,77080,USES_PROCEDURE
CIRPA:10005760,72148,USES_PROCEDURE
CIRPA:10005761,71250,USES_PROCEDURE
CIRPA:10005762,71047,USES_PROCEDURE
CIRPA:10005763,G9552,USES_PROCEDURE
CIRPA:10005764,74178,USES_PROCEDURE
CIRPA:10005765,76770,USES_PROCEDURE
CIRPA:10005766,70553,USES_PROCEDURE
CIRPA:10005767,76700,USES_PROCEDURE
CIRPA:10005768,G9552,USES_PROCEDURE
CIRPA:10005769,73223,USES_PROCEDURE
CIRPA:10005770,G9553,USES_PROCEDURE
CIRPA:10005771,G9553,USES_PROCEDURE
CIRPA:10005772,73223,USES_PROCEDURE
RADX:10005773,71046,USES_PROCEDURE
RADX:10005774,71048,USES_PROCEDURE
RADX:10005775,74176,USES_PROCEDURE
RADX:10005776,70450,USES_PROCEDURE
RADX:10005777,77067,USES_PROCEDURE
RADX:10005778,74175,USES_PROCEDURE
RADX:10005779,71045,USES_PROCEDURE
RADX:10005780,77080,USES_PROCEDURE
RADX:10005781,74178,USES_PROCEDURE
RADX:10005782,70486,USES_PROCEDURE
RADX:10005783,70450,USES_PROCEDURE
RADQ:10005784,76536,USES_PROCEDURE
RADQ:10005785,74176,USES_PROCEDURE
RADQ:10005786,74183,USES_PROCEDURE
RADQ:10005787,76770,USES_PROCEDURE
RADQ:10005788,71045,USES_PROCEDURE
RADQ:10005789,73222,USES_PROCEDURE
CIRPA:10005790,73706,USES_PROCEDURE
CIRPA:10005791,76770,USES_PROCEDURE
CIRPA:10005792,76700,USES_PROCEDURE
CIRPA:10005793,71048,USES_PROCEDURE
CIRPA:10005794,G9551,USES_PROCEDURE
CIRPA:10005795,72195,USES_PROCEDURE
CIRPA:10005796,76770,USES_PROCEDURE
CIRPA:10005797,72141,USES_PROCEDURE
CIRPA:10005798,77065,USES_PROCEDURE
CIRPA:10005799,72141,USES_PROCEDURE
CIRPA:10005800,70450,USES_PROCEDURE
RADG:10005801,76700,USES_PROCEDURE
RADG:10005802,74177,USES_PROCEDURE
RADG:10005803,71045,USES_PROCEDURE
RADG:10005804,70486,USES_PROCEDURE
RADG:10005805,74176,USES_PROCEDURE
RADG:10005806,G9552,USES_PROCEDURE
RADG:10005807,76700,USES_PROCEDURE
RADG:10005808,76770,USES_PROCEDURE
RADG:10005809,70544,USES_PROCEDURE
RADG:10005810,G9551,USES_PROCEDURE
RADO:10005811,71048,USES_PROCEDURE
RADO:10005812,72141,USES_PROCEDURE
RADO:10005813,76700,USES_PROCEDURE
RADO:10005814,70450,USES_PROCEDURE
RADO:10005815,73222,USES_PROCEDURE
RADO:10005816,77065,USES_PROCEDURE
RADO:10005817,70450,USES_PROCEDURE
RADO:10005818,73222,USES_PROCEDURE
RADO:10005819,71046,USES_PROCEDURE
RADO:10005820,76604,USES_PROCEDURE
RADO:10005821,74177,USES_PROCEDURE
RADO:10005822,70544,USES_PROCEDURE
RADO:10005823,76604,USES_PROCEDURE
RADN:10005824,73201,USES_PROCEDURE
RADN:10005825,71046,USES_PROCEDURE
RADN:10005826,76817,USES_PROCEDURE
RADN:10005827,70544,USES_PROCEDURE
RADN:10005828,70486,USES_PROCEDURE
RADN:10005829,74178,USES_PROCEDURE
RADN:10005830,70450,USES_PROCEDURE
RADN:10005831,72195,USES_PROCEDURE
RADN:10005832,72195,USES_PROCEDURE
RADN:10005833,G9553,USES_PROCEDURE
RADN:10005834,76770,USES_PROCEDURE
RADN:10005835,76536,USES_PROCEDURE
RADN:10005836,77065,USES_PROCEDURE
RADN:10005837,74177,USES_PROCEDURE
RADN:10005838,72148,USES_PROCEDURE
RADN:10005839,71047,USES_PROCEDURE
RADN:10005840,73223,USES_PROCEDURE
RADN:10005841,77065,USES_PROCEDURE
RADN:10005842,73201,USES_PROCEDURE
RADN:10005843,73223,USES_PROCEDURE
RADN:10005844,72141,USES_PROCEDURE
RADJ:10005845,74178,USES_PROCEDURE
RADJ:10005846,72158,USES_PROCEDURE
RADJ:10005847,71046,USES_PROCEDURE
RADJ:10005848,76770,USES_PROCEDURE
RADJ:10005849,71045,USES_PROCEDURE
RADJ:10005850,70540,USES_PROCEDURE
RADJ:10005851,73706,USES_PROCEDURE
RADJ:10005852,G9553,USES_PROCEDURE
RADJ:10005853,76700,USES_PROCEDURE
RADL:10005854,77080,USES_PROCEDURE
RADL:10005855,72141,USES_PROCEDURE
RADL:10005856,G9551,USES_PROCEDURE
RADL:10005857,71046,USES_PROCEDURE
RADL:10005858,70553,USES_PROCEDURE
RADE:10005859,76700,USES_PROCEDURE
RADE:10005860,72148,USES_PROCEDURE
RADE:10005861,72148,USES_PROCEDURE
RADE:10005862,76817,USES_PROCEDURE
RADE:10005863,71047,USES_PROCEDURE
RADE:10005864,G9553,USES_PROCEDURE
RADE:10005865,72148,USES_PROCEDURE
RADE:10005866,74176,USES_PROCEDURE
RADE:10005867,73721,USES_PROCEDURE
RADD:10005868,71250,USES_PROCEDURE
RADD:10005869,76536,USES_PROCEDURE
RADD:10005870,72148,USES_PROCEDURE
RADD:10005871,73223,USES_PROCEDURE
RADD:10005872,77067,USES_PROCEDURE
RADD:10005873,71045,USES_PROCEDURE
RADD:10005874,70553,USES_PROCEDURE
RADD:10005875,74177,USES_PROCEDURE
RADD:10005876,74177,USES_PROCEDURE
RADD:10005877,73721,USES_PROCEDURE
RADD:10005878,74177,USES_PROCEDURE
RADD:10005879,76604,USES_PROCEDURE
RADD:10005880,73223,USES_PROCEDURE
RADD:10005881,73222,USES_PROCEDURE
RADD:10005882,76770,USES_PROCEDURE
RADD:10005883,74176,USES_PROCEDURE
NRAA:10005884,71048,USES_PROCEDURE
NRAA:10005885,70450,USES_PROCEDURE
NRAA:10005886,71250,USES_PROCEDURE
NRAA:10005887,G9552,USES_PROCEDURE
NRAA:10005888,73721,USES_PROCEDURE
RADO:10005889,G9552,USES_PROCEDURE
RADO:10005890,73721,USES_PROCEDURE
RADO:10005891,72195,USES_PROCEDURE
RADO:10005892,76604,USES_PROCEDURE
RADO:10005893,72195,USES_PROCEDURE
RADO:10005894,70553,USES_PROCEDURE
RADO:10005895,74176,USES_PROCEDURE
RADO:10005896,70486,USES_PROCEDURE
RADO:10005897,73222,USES_PROCEDURE
RADO:10005898,73706,USES_PROCEDURE
RADO:10005899,72195,USES_PROCEDURE
RADO:10005900,73223,USES_PROCEDURE
RADL:10005901,74175,USES_PROCEDURE
RADL:10005902,70553,USES_PROCEDURE
RADL:10005903,G9553,USES_PROCEDURE
RADL:10005904,72158,USES_PROCEDURE
RADL:10005905,72195,USES_PROCEDURE
RADL:10005906,71046,USES_PROCEDURE
RADL:10005907,76817,USES_PROCEDURE
RADL:10005908,74176,USES_PROCEDURE
RADL:10005909,76700,USES_PROCEDURE
RADL:10005910,73721,USES_PROCEDURE
RADL:10005911,73222,USES_PROCEDURE
RADL:10005912,74177,USES_PROCEDURE
RADL:10005913,70450,USES_PROCEDURE
RADL:10005914,74183,USES_PROCEDURE
RADL:10005915,71048,USES_PROCEDURE
RADL:10005916,72195,USES_PROCEDURE
RADL:10005917,76805,USES_PROCEDURE
RADL:10005918,73201,USES_PROCEDURE
RADL:10005919,76805,USES_PROCEDURE
RADX:10005920,71047,USES_PROCEDURE
RADX:10005921,74183,USES_PROCEDURE
RADX:10005922,74178,USES_PROCEDURE
RADX:10005923,76700,USES_PROCEDURE
RADX:10005924,71046,USES_PROCEDURE
RADX:10005925,77067,USES_PROCEDURE
RADT:10005926,76817,USES_PROCEDURE
RADT:10005927,72195,USES_PROCEDURE
RADT:10005928,74176,USES_PROCEDURE
RADT:10005929,76805,USES_PROCEDURE
RADT:10005930,72158,USES_PROCEDURE
RADT:10005931,77065,USES_PROCEDURE
RADT:10005932,72195,USES_PROCEDURE
RADT:10005933,76604,USES_PROCEDURE
RADT:10005934,77065,USES_PROCEDURE
RADT:10005935,76604,USES_PROCEDURE
RADT:10005936,70486,USES_PROCEDURE
RADT:10005937,72141,USES_PROCEDURE
RADT:10005938,71250,USES_PROCEDURE
RADX:10005939,77080,USES_PROCEDURE
RADX:10005940,73223,USES_PROCEDURE
RADG:10005941,70450,USES_PROCEDURE
RADG:10005942,74177,USES_PROCEDURE
RADG:10005943,71045,USES_PROCEDURE
RADG:10005944,70486,USES_PROCEDURE
RADG:10005945,74183,USES_PROCEDURE
RADG:10005946,76536,USES_PROCEDURE
RADG:10005947,77065,USES_PROCEDURE
RADG:10005948,72195,USES_PROCEDURE
RADG:10005949,71045,USES_PROCEDURE
RADG:10005950,72141,USES_PROCEDURE
RADG:10005951,71046,USES_PROCEDURE
RADG:10005952,71045,USES_PROCEDURE
GSIA:10005953,72158,USES_PROCEDURE
GSIA:10005954,73223,USES_PROCEDURE
GSIA:10005955,73223,USES_PROCEDURE
GSIA:10005956,71047,USES_PROCEDURE
GSIA:10005957,76817,USES_PROCEDURE
GSIA:10005958,74177,USES_PROCEDURE
GSIA:10005959,72195,USES_PROCEDURE
GSIA:10005960,71047,USES_PROCEDURE
GSIA:10005961,71046,USES_PROCEDURE
GSIA:10005962,70450,USES_PROCEDURE
GSIA:10005963,77067,USES_PROCEDURE
GSIA:10005964,76536,USES_PROCEDURE
GSIA:10005965,71250,USES_PROCEDURE
GSIA:10005966,74177,USES_PROCEDURE
GSIA:10005967,76604,USES_PROCEDURE
GSIA:10005968,74178,USES_PROCEDURE
NRA:10005969,77067,USES_PROCEDURE
NRA:10005970,74176,USES_PROCEDURE
NRA:10005971,71045,USES_PROCEDURE
NRA:10005972,72148,USES_PROCEDURE
NRA:10005973,76817,USES_PROCEDURE
NRA:10005974,72141,USES_PROCEDURE
NRA:10005975,G9553,USES_PROCEDURE
NRA:10005976,71047,USES_PROCEDURE
NRA:10005977,74176,USES_PROCEDURE
NRA:10005978,70486,USES_PROCEDURE
RADH:10005979,72148,USES_PROCEDURE
RADH:10005980,G9553,USES_PROCEDURE
RADH:10005981,70486,USES_PROCEDURE
RADH:10005982,74177,USES_PROCEDURE
RADH:10005983,71250,USES_PROCEDURE
RADH:10005984,74177,USES_PROCEDURE
RADH:10005985,70544,USES_PROCEDURE
RADH:10005986,G9553,USES_PROCEDURE
RADH:10005987,70544,USES_PROCEDURE
RADH:10005988,77065,USES_PROCEDURE
RADH:10005989,70450,USES_PROCEDURE
RADH:10005990,72158,USES_PROCEDURE
RADH:10005991,74175,USES_PROCEDURE
RADH:10005992,76770,USES_PROCEDURE
RADH:10005993,76700,USES_PROCEDURE
RADH:10005994,74178,USES_PROCEDURE
RADH:10005995,70544,USES_PROCEDURE
RADH:10005996,74177,USES_PROCEDURE
RADH:10005997,74176,USES_PROCEDURE
GSIA:10005998,74183,USES_PROCEDURE
GSIA:10005999,76805,USES_PROCEDURE
GSIA:10006000,70486,USES_PROCEDURE
GSIA:10006001,G9552,USES_PROCEDURE
GSIA:10006002,72195,USES_PROCEDURE
GSIA:10006003,72141,USES_PROCEDURE
RADS:10006004,71046,USES_PROCEDURE
