insuranceId:ID(InsurancePlan),source_db,plan_number,plan_name,plan_type,carrier_name,:LABEL
TRI:101614,TRI,101614,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
SMED:101617,SMED,101617,AETNA EPO,EPO,AETNA,InsurancePlan
ESR:101620,ESR,101620,AETNA HMO,HMO,AETNA,InsurancePlan
RADB:101624,RADB,101624,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
RADI:101625,RADI,101625,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
NRAA:101634,NRAA,101634,AETNA EPO,EPO,AETNA,InsurancePlan
MRB:101636,MRB,101636,MEDICAID PPO,PPO,MEDICAID,InsurancePlan
RADR:101637,RADR,101637,UNITED EPO,EPO,UNITED,InsurancePlan
RADK:101641,RADK,101641,HUMANA INDEMNITY,INDEMNITY,HUMANA,InsurancePlan
CIRPA:101648,CIRPA,101648,AETNA INDEMNITY,INDEMNITY,AETNA,InsurancePlan
RADF:101652,RADF,101652,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
ACR:101661,ACR,101661,CIGNA HDHP,HDHP,CIGNA,InsurancePlan
RADU:101664,RADU,101664,MEDICARE MCDASSIGN,MCDASSIGN,MEDICARE,InsurancePlan
RADZ:101665,RADZ,101665,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADH:101666,RADH,101666,UNITED POS,POS,UNITED,InsurancePlan
ACRB:101672,ACRB,101672,BCBS COMM,COMM,BCBS,InsurancePlan
RADS:101680,RADS,101680,COMMERCIAL INDEMNITY,INDEMNITY,COMMERCIAL,InsurancePlan
RADD:101689,RADD,101689,UNITED POS,POS,UNITED,InsurancePlan
RADZ:101693,RADZ,101693,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
RADC:101696,RADC,101696,BCBS POS,POS,BCBS,InsurancePlan
RADN:101704,RADN,101704,AETNA EPO,EPO,AETNA,InsurancePlan
TRI:101711,TRI,101711,COMMERCIAL HMO,HMO,COMMERCIAL,InsurancePlan
NRAA:101720,NRAA,101720,AMBETTER MCDASSIGN,MCDASSIGN,AMBETTER,InsurancePlan
RADP:101726,RADP,101726,COMMERCIAL POS,POS,COMMERCIAL,InsurancePlan
RADI:101734,RADI,101734,MEDICAID EPO,EPO,MEDICAID,InsurancePlan
RADC:101743,RADC,101743,MEDICARE INDEMNITY,INDEMNITY,MEDICARE,InsurancePlan
RADB:101745,RADB,101745,AMBETTER INDEMNITY,INDEMNITY,AMBETTER,InsurancePlan
RASFA:101748,RASFA,101748,COVENTRY HMO,HMO,COVENTRY,InsurancePlan
RADS2:101752,RADS2,101752,AETNA HMO,HMO,AETNA,InsurancePlan
RADL:101754,RADL,101754,HUMANA POS,POS,HUMANA,InsurancePlan
RADZ:101757,RADZ,101757,CIGNA TPA,TPA,CIGNA,InsurancePlan
RADS:101763,RADS,101763,COMMERCIAL EPO,EPO,COMMERCIAL,InsurancePlan
RADS2:101770,RADS2,101770,HUMANA INDEMNITY,INDEMNITY,HUMANA,InsurancePlan
RADU:101773,RADU,101773,BCBS EPO,EPO,BCBS,InsurancePlan
RADN:101776,RADN,101776,HUMANA COMM,COMM,HUMANA,InsurancePlan
RADD:101777,RADD,101777,MEDICARE MCRASSIGN,MCRASSIGN,MEDICARE,InsurancePlan
GSIA:101781,GSIA,101781,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
RADU:101782,RADU,101782,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADT:101784,RADT,101784,UNITED PPO,PPO,UNITED,InsurancePlan
NRA:101793,NRA,101793,CIGNA PPO,PPO,CIGNA,InsurancePlan
RADH:101799,RADH,101799,CIGNA EPO,EPO,CIGNA,InsurancePlan
PMR:101804,PMR,101804,MOLINA COMM,COMM,MOLINA,InsurancePlan
RADK:101808,RADK,101808,AETNA EPO,EPO,AETNA,InsurancePlan
RADE:101816,RADE,101816,COMMERCIAL EPO,EPO,COMMERCIAL,InsurancePlan
PXP:101817,PXP,101817,BCBS HMO,HMO,BCBS,InsurancePlan
RADD:101826,RADD,101826,CENTENE INDEMNITY,INDEMNITY,CENTENE,InsurancePlan
NRAA:101830,NRAA,101830,MEDICAID EPO,EPO,MEDICAID,InsurancePlan
RADJ:101833,RADJ,101833,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
WRAD:101835,WRAD,101835,MEDICAID EPO,EPO,MEDICAID,InsurancePlan
RADH:101838,RADH,101838,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
GRH:101846,GRH,101846,CIGNA PPO,PPO,CIGNA,InsurancePlan
PMR:101853,PMR,101853,COMMERCIAL INDEMNITY,INDEMNITY,COMMERCIAL,InsurancePlan
RADO:101859,RADO,101859,AETNA PPO,PPO,AETNA,InsurancePlan
RADI2:101866,RADI2,101866,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
RADK:101872,RADK,101872,MOLINA PPO,PPO,MOLINA,InsurancePlan
RADK:101876,RADK,101876,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
RADL:101882,RADL,101882,CENTENE HDHP,HDHP,CENTENE,InsurancePlan
RADD:101888,RADD,101888,UNITED TPA,TPA,UNITED,InsurancePlan
ACR:101892,ACR,101892,MEDICARE POS,POS,MEDICARE,InsurancePlan
ESR:101893,ESR,101893,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
RADY:101902,RADY,101902,AMBETTER POS,POS,AMBETTER,InsurancePlan
RADI:101905,RADI,101905,MEDICAID COMM,COMM,MEDICAID,InsurancePlan
PMR:101913,PMR,101913,BCBS EPO,EPO,BCBS,InsurancePlan
RADU:101918,RADU,101918,AETNA MCRASSIGN,MCRASSIGN,AETNA,InsurancePlan
ESR:101924,ESR,101924,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
NRA:101927,NRA,101927,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
RADC:101929,RADC,101929,BCBS POS,POS,BCBS,InsurancePlan
RADH:101937,RADH,101937,MEDICAID HDHP,HDHP,MEDICAID,InsurancePlan
NRA:101939,NRA,101939,MEDICAID PPO,PPO,MEDICAID,InsurancePlan
ESR:101945,ESR,101945,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
ACR:101950,ACR,101950,HUMANA HDHP,HDHP,HUMANA,InsurancePlan
WRAD:101954,WRAD,101954,BRIGHT HEALTH COMM,COMM,BRIGHT HEALTH,InsurancePlan
CRC:101959,CRC,101959,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
RASFA:101962,RASFA,101962,CIGNA EPO,EPO,CIGNA,InsurancePlan
MRB:101969,MRB,101969,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
CIRPA:101972,CIRPA,101972,CIGNA INDEMNITY,INDEMNITY,CIGNA,InsurancePlan
CRC:101974,CRC,101974,MEDICARE MCRASSIGN,MCRASSIGN,MEDICARE,InsurancePlan
PXP:101979,PXP,101979,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
RADZ:101982,RADZ,101982,BCBS POS,POS,BCBS,InsurancePlan
RADL:101983,RADL,101983,CIGNA MCRASSIGN,MCRASSIGN,CIGNA,InsurancePlan
RADH:101985,RADH,101985,UNITED INDEMNITY,INDEMNITY,UNITED,InsurancePlan
PMR:101989,PMR,101989,AMBETTER MCDASSIGN,MCDASSIGN,AMBETTER,InsurancePlan
PMR:101991,PMR,101991,CIGNA EPO,EPO,CIGNA,InsurancePlan
RADY:102000,RADY,102000,MEDICAID COMM,COMM,MEDICAID,InsurancePlan
RADR:102001,RADR,102001,MEDICARE HDHP,HDHP,MEDICARE,InsurancePlan
RADS2:102010,RADS2,102010,MEDICAID TPA,TPA,MEDICAID,InsurancePlan
NRAA:102019,NRAA,102019,CIGNA TPA,TPA,CIGNA,InsurancePlan
RADS:102020,RADS,102020,MEDICARE EPO,EPO,MEDICARE,InsurancePlan
SMED:102024,SMED,102024,AETNA INDEMNITY,INDEMNITY,AETNA,InsurancePlan
RADN:102029,RADN,102029,BCBS COMM,COMM,BCBS,InsurancePlan
RADK:102038,RADK,102038,BCBS HMO,HMO,BCBS,InsurancePlan
RADM:102042,RADM,102042,MEDICAID COMM,COMM,MEDICAID,InsurancePlan
ACR:102049,ACR,102049,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADN:102052,RADN,102052,CIGNA INDEMNITY,INDEMNITY,CIGNA,InsurancePlan
RADG:102057,RADG,102057,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
RADC:102058,RADC,102058,MEDICARE POS,POS,MEDICARE,InsurancePlan
RADT:102060,RADT,102060,UNITED HDHP,HDHP,UNITED,InsurancePlan
GSIA:102062,GSIA,102062,MEDICARE MCDASSIGN,MCDASSIGN,MEDICARE,InsurancePlan
CRC:102064,CRC,102064,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
MRB:102070,MRB,102070,AETNA INDEMNITY,INDEMNITY,AETNA,InsurancePlan
ACR:102077,ACR,102077,MEDICAID COMM,COMM,MEDICAID,InsurancePlan
RADM:102079,RADM,102079,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADG:102084,RADG,102084,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
ACRB:102090,ACRB,102090,WELLCARE INDEMNITY,INDEMNITY,WELLCARE,InsurancePlan
RADR:102092,RADR,102092,BCBS TPA,TPA,BCBS,InsurancePlan
IAI:102101,IAI,102101,UNITED MCRASSIGN,MCRASSIGN,UNITED,InsurancePlan
RADF:102107,RADF,102107,AETNA HDHP,HDHP,AETNA,InsurancePlan
SAPA:102108,SAPA,102108,CIGNA HDHP,HDHP,CIGNA,InsurancePlan
PMR:102112,PMR,102112,MOLINA POS,POS,MOLINA,InsurancePlan
RADP:102119,RADP,102119,BCBS TPA,TPA,BCBS,InsurancePlan
RADE:102123,RADE,102123,CIGNA INDEMNITY,INDEMNITY,CIGNA,InsurancePlan
RADG:102132,RADG,102132,BCBS POS,POS,BCBS,InsurancePlan
RADX:102135,RADX,102135,BCBS POS,POS,BCBS,InsurancePlan
RADT:102144,RADT,102144,CIGNA PPO,PPO,CIGNA,InsurancePlan
RADB:102145,RADB,102145,BCBS PPO,PPO,BCBS,InsurancePlan
RADZ:102151,RADZ,102151,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
PXP:102157,PXP,102157,CIGNA POS,POS,CIGNA,InsurancePlan
GSIA:102158,GSIA,102158,UNITED POS,POS,UNITED,InsurancePlan
NRAA:102166,NRAA,102166,AETNA MCRASSIGN,MCRASSIGN,AETNA,InsurancePlan
RADA:102172,RADA,102172,UNITED INDEMNITY,INDEMNITY,UNITED,InsurancePlan
PXP:102175,PXP,102175,COVENTRY HMO,HMO,COVENTRY,InsurancePlan
GSIA:102181,GSIA,102181,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
RADE:102183,RADE,102183,UNITED MCRASSIGN,MCRASSIGN,UNITED,InsurancePlan
GRH:102186,GRH,102186,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
ACRB:102193,ACRB,102193,MOLINA PPO,PPO,MOLINA,InsurancePlan
RASFA:102202,RASFA,102202,BCBS HMO,HMO,BCBS,InsurancePlan
RADP:102211,RADP,102211,CIGNA POS,POS,CIGNA,InsurancePlan
RADO:102216,RADO,102216,UNITED POS,POS,UNITED,InsurancePlan
RADI:102220,RADI,102220,MEDICAID POS,POS,MEDICAID,InsurancePlan
RASFA:102225,RASFA,102225,HUMANA MCDASSIGN,MCDASSIGN,HUMANA,InsurancePlan
RADJ:102229,RADJ,102229,OSCAR COMM,COMM,OSCAR,InsurancePlan
RADB:102235,RADB,102235,HUMANA MCDASSIGN,MCDASSIGN,HUMANA,InsurancePlan
PMR:102241,PMR,102241,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADT:102242,RADT,102242,HUMANA INDEMNITY,INDEMNITY,HUMANA,InsurancePlan
CRC:102249,CRC,102249,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
ACRB:102258,ACRB,102258,CIGNA TPA,TPA,CIGNA,InsurancePlan
GRH:102260,GRH,102260,COMMERCIAL TPA,TPA,COMMERCIAL,InsurancePlan
RASFA:102268,RASFA,102268,CIGNA EPO,EPO,CIGNA,InsurancePlan
ACR:102275,ACR,102275,CENTENE HMO,HMO,CENTENE,InsurancePlan
SMED:102278,SMED,102278,AETNA PPO,PPO,AETNA,InsurancePlan
RADR:102280,RADR,102280,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADG:102286,RADG,102286,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
RADC:102288,RADC,102288,BCBS POS,POS,BCBS,InsurancePlan
SAPA:102296,SAPA,102296,UNITED EPO,EPO,UNITED,InsurancePlan
RADO:102304,RADO,102304,BCBS EPO,EPO,BCBS,InsurancePlan
RADU:102305,RADU,102305,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
RADI2:102313,RADI2,102313,MEDICARE INDEMNITY,INDEMNITY,MEDICARE,InsurancePlan
SMED:102318,SMED,102318,CIGNA HDHP,HDHP,CIGNA,InsurancePlan
RADJ:102325,RADJ,102325,AMBETTER INDEMNITY,INDEMNITY,AMBETTER,InsurancePlan
RADC:102327,RADC,102327,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADS2:102332,RADS2,102332,UNITED TPA,TPA,UNITED,InsurancePlan
RADL:102338,RADL,102338,HUMANA MCRASSIGN,MCRASSIGN,HUMANA,InsurancePlan
RADR:102339,RADR,102339,MEDICARE MCRASSIGN,MCRASSIGN,MEDICARE,InsurancePlan
RADR:102346,RADR,102346,UNITED HMO,HMO,UNITED,InsurancePlan
RADZ:102352,RADZ,102352,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
ACRB:102356,ACRB,102356,TRICARE MCDASSIGN,MCDASSIGN,TRICARE,InsurancePlan
RADA:102365,RADA,102365,HUMANA MCRASSIGN,MCRASSIGN,HUMANA,InsurancePlan
ACRB:102366,ACRB,102366,HUMANA MCRASSIGN,MCRASSIGN,HUMANA,InsurancePlan
ACR:102370,ACR,102370,AETNA INDEMNITY,INDEMNITY,AETNA,InsurancePlan
RADI2:102375,RADI2,102375,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADS:102381,RADS,102381,BCBS TPA,TPA,BCBS,InsurancePlan
RADS:102383,RADS,102383,COMMERCIAL HDHP,HDHP,COMMERCIAL,InsurancePlan
RADU:102389,RADU,102389,UNITED COMM,COMM,UNITED,InsurancePlan
RASFA:102392,RASFA,102392,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
RADR:102398,RADR,102398,HUMANA COMM,COMM,HUMANA,InsurancePlan
RADJ:102402,RADJ,102402,MEDICAID COMM,COMM,MEDICAID,InsurancePlan
RADF:102403,RADF,102403,UNITED EPO,EPO,UNITED,InsurancePlan
GSIA:102410,GSIA,102410,UNITED HMO,HMO,UNITED,InsurancePlan
RADO:102411,RADO,102411,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
NRA:102416,NRA,102416,MEDICARE MCDASSIGN,MCDASSIGN,MEDICARE,InsurancePlan
GSIA:102417,GSIA,102417,CIGNA MCRASSIGN,MCRASSIGN,CIGNA,InsurancePlan
RADM:102419,RADM,102419,MEDICAID COMM,COMM,MEDICAID,InsurancePlan
NRA:102423,NRA,102423,BCBS TPA,TPA,BCBS,InsurancePlan
RADC:102430,RADC,102430,AETNA HDHP,HDHP,AETNA,InsurancePlan
ACR:102434,ACR,102434,TRICARE HMO,HMO,TRICARE,InsurancePlan
RADS:102436,RADS,102436,HUMANA HMO,HMO,HUMANA,InsurancePlan
SMED:102440,SMED,102440,BCBS PPO,PPO,BCBS,InsurancePlan
RADR:102447,RADR,102447,MEDICAID HMO,HMO,MEDICAID,InsurancePlan
RADL:102449,RADL,102449,UNITED INDEMNITY,INDEMNITY,UNITED,InsurancePlan
SAPA:102454,SAPA,102454,UNITED HMO,HMO,UNITED,InsurancePlan
PMR:102456,PMR,102456,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
NRA:102465,NRA,102465,TRICARE EPO,EPO,TRICARE,InsurancePlan
RADH:102471,RADH,102471,HUMANA POS,POS,HUMANA,InsurancePlan
RADP:102477,RADP,102477,CIGNA TPA,TPA,CIGNA,InsurancePlan
GRH:102482,GRH,102482,MOLINA MCRASSIGN,MCRASSIGN,MOLINA,InsurancePlan
GSIA:102488,GSIA,102488,HUMANA PPO,PPO,HUMANA,InsurancePlan
SMED:102495,SMED,102495,COMMERCIAL EPO,EPO,COMMERCIAL,InsurancePlan
SMED:102500,SMED,102500,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
RADO:102506,RADO,102506,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
ESR:102513,ESR,102513,BCBS HDHP,HDHP,BCBS,InsurancePlan
MRB:102520,MRB,102520,UNITED POS,POS,UNITED,InsurancePlan
MRB:102521,MRB,102521,UNITED MCRASSIGN,MCRASSIGN,UNITED,InsurancePlan
GSIA:102529,GSIA,102529,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
CRC:102531,CRC,102531,MOLINA TPA,TPA,MOLINA,InsurancePlan
RADD:102539,RADD,102539,COMMERCIAL COMM,COMM,COMMERCIAL,InsurancePlan
MRB:102540,MRB,102540,AETNA HDHP,HDHP,AETNA,InsurancePlan
RADG:102547,RADG,102547,UNITED MCRASSIGN,MCRASSIGN,UNITED,InsurancePlan
RADQ:102555,RADQ,102555,COMMERCIAL INDEMNITY,INDEMNITY,COMMERCIAL,InsurancePlan
RADE:102556,RADE,102556,MEDICAID TPA,TPA,MEDICAID,InsurancePlan
RADB:102565,RADB,102565,COVENTRY HDHP,HDHP,COVENTRY,InsurancePlan
RADF:102572,RADF,102572,BCBS HMO,HMO,BCBS,InsurancePlan
RADN:102577,RADN,102577,MAGELLAN HMO,HMO,MAGELLAN,InsurancePlan
RADT:102578,RADT,102578,MEDICAID HMO,HMO,MEDICAID,InsurancePlan
ACRB:102581,ACRB,102581,AETNA TPA,TPA,AETNA,InsurancePlan
RADU:102589,RADU,102589,TRICARE POS,POS,TRICARE,InsurancePlan
RADF:102596,RADF,102596,CIGNA MCDASSIGN,MCDASSIGN,CIGNA,InsurancePlan
RASFA:102605,RASFA,102605,BCBS PPO,PPO,BCBS,InsurancePlan
RADQ:102611,RADQ,102611,MEDICARE INDEMNITY,INDEMNITY,MEDICARE,InsurancePlan
RADK:102620,RADK,102620,AMBETTER HMO,HMO,AMBETTER,InsurancePlan
RADD:102629,RADD,102629,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
GSIA:102638,GSIA,102638,MEDICARE EPO,EPO,MEDICARE,InsurancePlan
RADF:102639,RADF,102639,MEDICAID EPO,EPO,MEDICAID,InsurancePlan
PXP:102648,PXP,102648,AETNA TPA,TPA,AETNA,InsurancePlan
CIRPA:102649,CIRPA,102649,AMBETTER MCDASSIGN,MCDASSIGN,AMBETTER,InsurancePlan
ACRB:102658,ACRB,102658,AETNA HDHP,HDHP,AETNA,InsurancePlan
SMED:102665,SMED,102665,MEDICAID EPO,EPO,MEDICAID,InsurancePlan
CIRPA:102672,CIRPA,102672,HUMANA COMM,COMM,HUMANA,InsurancePlan
NRAA:102675,NRAA,102675,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
SAPA:102678,SAPA,102678,AETNA COMM,COMM,AETNA,InsurancePlan
RADR:102681,RADR,102681,MEDICARE EPO,EPO,MEDICARE,InsurancePlan
RADN:102690,RADN,102690,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
PXP:102699,PXP,102699,HUMANA TPA,TPA,HUMANA,InsurancePlan
RADN:102703,RADN,102703,MEDICAID INDEMNITY,INDEMNITY,MEDICAID,InsurancePlan
RADP:102705,RADP,102705,BCBS HDHP,HDHP,BCBS,InsurancePlan
TRI:102710,TRI,102710,AETNA PPO,PPO,AETNA,InsurancePlan
RADI2:102717,RADI2,102717,UNITED EPO,EPO,UNITED,InsurancePlan
RADP:102724,RADP,102724,MAGELLAN COMM,COMM,MAGELLAN,InsurancePlan
RADU:102732,RADU,102732,UNITED HMO,HMO,UNITED,InsurancePlan
RADZ:102740,RADZ,102740,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
RADP:102748,RADP,102748,MEDICAID INDEMNITY,INDEMNITY,MEDICAID,InsurancePlan
RADU:102756,RADU,102756,MEDICAID MCDASSIGN,MCDASSIGN,MEDICAID,InsurancePlan
RADH:102758,RADH,102758,BCBS HMO,HMO,BCBS,InsurancePlan
RADQ:102760,RADQ,102760,HUMANA INDEMNITY,INDEMNITY,HUMANA,InsurancePlan
RADZ:102766,RADZ,102766,MOLINA MCRASSIGN,MCRASSIGN,MOLINA,InsurancePlan
RADC:102772,RADC,102772,UNITED EPO,EPO,UNITED,InsurancePlan
RADD:102780,RADD,102780,MEDICAID INDEMNITY,INDEMNITY,MEDICAID,InsurancePlan
RADE:102786,RADE,102786,MEDICARE MCRASSIGN,MCRASSIGN,MEDICARE,InsurancePlan
RADI2:102794,RADI2,102794,COMMERCIAL EPO,EPO,COMMERCIAL,InsurancePlan
TRI:102795,TRI,102795,UNITED INDEMNITY,INDEMNITY,UNITED,InsurancePlan
ESR:102803,ESR,102803,MEDICARE MCRASSIGN,MCRASSIGN,MEDICARE,InsurancePlan
RADY:102810,RADY,102810,MEDICAID MCRASSIGN,MCRASSIGN,MEDICAID,InsurancePlan
RASFA:102813,RASFA,102813,BCBS EPO,EPO,BCBS,InsurancePlan
RASFA:102817,RASFA,102817,MEDICARE MCDASSIGN,MCDASSIGN,MEDICARE,InsurancePlan
RADO:102820,RADO,102820,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
RADS:102822,RADS,102822,BCBS EPO,EPO,BCBS,InsurancePlan
RADH:102827,RADH,102827,BCBS EPO,EPO,BCBS,InsurancePlan
RADZ:102832,RADZ,102832,MEDICARE INDEMNITY,INDEMNITY,MEDICARE,InsurancePlan
RASFA:102840,RASFA,102840,CIGNA EPO,EPO,CIGNA,InsurancePlan
RADE:102846,RADE,102846,AETNA MCRASSIGN,MCRASSIGN,AETNA,InsurancePlan
RADP:102855,RADP,102855,UNITED POS,POS,UNITED,InsurancePlan
ESR:102860,ESR,102860,CIGNA HMO,HMO,CIGNA,InsurancePlan
TRI:102869,TRI,102869,BCBS TPA,TPA,BCBS,InsurancePlan
NRAA:102875,NRAA,102875,TRICARE MCDASSIGN,MCDASSIGN,TRICARE,InsurancePlan
RADS2:102882,RADS2,102882,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
RADT:102883,RADT,102883,MAGELLAN INDEMNITY,INDEMNITY,MAGELLAN,InsurancePlan
RADO:102891,RADO,102891,AETNA HDHP,HDHP,AETNA,InsurancePlan
RADI:102894,RADI,102894,COMMERCIAL COMM,COMM,COMMERCIAL,InsurancePlan
RADC:102902,RADC,102902,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
RADS2:102907,RADS2,102907,HUMANA PPO,PPO,HUMANA,InsurancePlan
PMR:102913,PMR,102913,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
RADU:102920,RADU,102920,CIGNA TPA,TPA,CIGNA,InsurancePlan
RADN:102924,RADN,102924,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
IAI:102926,IAI,102926,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
ACR:102932,ACR,102932,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
ESR:102934,ESR,102934,UNITED HMO,HMO,UNITED,InsurancePlan
RADD:102939,RADD,102939,BCBS COMM,COMM,BCBS,InsurancePlan
RADU:102946,RADU,102946,CIGNA PPO,PPO,CIGNA,InsurancePlan
IAI:102948,IAI,102948,MEDICAID INDEMNITY,INDEMNITY,MEDICAID,InsurancePlan
PXP:102957,PXP,102957,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
NRA:102961,NRA,102961,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
RADT:102969,RADT,102969,OSCAR COMM,COMM,OSCAR,InsurancePlan
RADC:102977,RADC,102977,UNITED MCRASSIGN,MCRASSIGN,UNITED,InsurancePlan
RADA:102985,RADA,102985,MEDICAID COMM,COMM,MEDICAID,InsurancePlan
CRC:102988,CRC,102988,COMMERCIAL MCDASSIGN,MCDASSIGN,COMMERCIAL,InsurancePlan
RADT:102993,RADT,102993,COMMERCIAL COMM,COMM,COMMERCIAL,InsurancePlan
PMR:102998,PMR,102998,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
RADN:103006,RADN,103006,TRICARE MCDASSIGN,MCDASSIGN,TRICARE,InsurancePlan
RADE:103012,RADE,103012,HUMANA MCRASSIGN,MCRASSIGN,HUMANA,InsurancePlan
RADK:103015,RADK,103015,OSCAR HMO,HMO,OSCAR,InsurancePlan
MRB:103021,MRB,103021,UNITED MCRASSIGN,MCRASSIGN,UNITED,InsurancePlan
RADE:103024,RADE,103024,HUMANA PPO,PPO,HUMANA,InsurancePlan
RADM:103030,RADM,103030,MEDICAID INDEMNITY,INDEMNITY,MEDICAID,InsurancePlan
GRH:103038,GRH,103038,UNITED PPO,PPO,UNITED,InsurancePlan
SAPA:103045,SAPA,103045,MEDICARE POS,POS,MEDICARE,InsurancePlan
RASFA:103048,RASFA,103048,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADN:103053,RADN,103053,MEDICAID TPA,TPA,MEDICAID,InsurancePlan
GRH:103061,GRH,103061,MAGELLAN COMM,COMM,MAGELLAN,InsurancePlan
GRH:103067,GRH,103067,CIGNA MCRASSIGN,MCRASSIGN,CIGNA,InsurancePlan
MRB:103070,MRB,103070,HUMANA PPO,PPO,HUMANA,InsurancePlan
GRH:103071,GRH,103071,CIGNA TPA,TPA,CIGNA,InsurancePlan
RADT:103077,RADT,103077,MEDICARE POS,POS,MEDICARE,InsurancePlan
RADD:103083,RADD,103083,BCBS EPO,EPO,BCBS,InsurancePlan
RADQ:103091,RADQ,103091,BCBS COMM,COMM,BCBS,InsurancePlan
ACRB:103093,ACRB,103093,MEDICARE MCRASSIGN,MCRASSIGN,MEDICARE,InsurancePlan
RADK:103097,RADK,103097,CIGNA TPA,TPA,CIGNA,InsurancePlan
RADX:103100,RADX,103100,UNITED POS,POS,UNITED,InsurancePlan
RADA:103101,RADA,103101,MEDICARE MCDASSIGN,MCDASSIGN,MEDICARE,InsurancePlan
RADB:103109,RADB,103109,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
RASFA:103116,RASFA,103116,AETNA EPO,EPO,AETNA,InsurancePlan
NRAA:103117,NRAA,103117,UNITED HMO,HMO,UNITED,InsurancePlan
RADT:103120,RADT,103120,BCBS TPA,TPA,BCBS,InsurancePlan
RADL:103121,RADL,103121,BCBS EPO,EPO,BCBS,InsurancePlan
RADD:103127,RADD,103127,CIGNA INDEMNITY,INDEMNITY,CIGNA,InsurancePlan
ACRB:103131,ACRB,103131,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
GSIA:103140,GSIA,103140,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADK:103147,RADK,103147,CIGNA POS,POS,CIGNA,InsurancePlan
SAPA:103149,SAPA,103149,UNITED TPA,TPA,UNITED,InsurancePlan
RADA:103151,RADA,103151,COMMERCIAL TPA,TPA,COMMERCIAL,InsurancePlan
RADE:103155,RADE,103155,CIGNA TPA,TPA,CIGNA,InsurancePlan
PMR:103161,PMR,103161,CIGNA MCRASSIGN,MCRASSIGN,CIGNA,InsurancePlan
RADS2:103170,RADS2,103170,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
