:START_ID(RCCall),:END_ID(Campaign),:TYPE
593000000573,PMR,PART_OF_CAMPAIGN
593000000574,PMR,PART_OF_CAMPAIGN
593000000575,MRB,PART_OF_CAMPAIGN
593000000576,TRI,PART_OF_CAMPAIGN
593000000577,RASFA,PART_OF_CAMPAIGN
593000000578,NRA,PART_OF_CAMPAIGN
593000000579,NRA,PART_OF_CAMPAIGN
593000000580,ESR,PART_OF_CAMPAIGN
593000000581,TRI,PART_OF_CAMPAIGN
593000000582,GSIA,PART_OF_CAMPAIGN
593000000583,NRA,PART_OF_CAMPAIGN
593000000584,NRA,PART_OF_CAMPAIGN
593000000585,NRAA,PART_OF_CAMPAIGN
593000000586,MRB,PART_OF_CAMPAIGN
593000000587,ACRB,PART_OF_CAMPAIGN
593000000588,NRAA,PART_OF_CAMPAIGN
593000000589,ESR,PART_OF_CAMPAIGN
593000000590,GRH,PART_OF_CAMPAIGN
593000000591,GRH,PART_OF_CAMPAIGN
593000000592,GSIA,PART_OF_CAMPAIGN
593000000593,TRI,PART_OF_CAMPAIGN
593000000594,GSIA,PART_OF_CAMPAIGN
593000000595,GSIA,PART_OF_CAMPAIGN
593000000596,NRA,PART_OF_CAMPAIGN
593000000597,GSIA,PART_OF_CAMPAIGN
593000000598,PXP,PART_OF_CAMPAIGN
593000000599,NRAA,PART_OF_CAMPAIGN
593000000600,ESR,PART_OF_CAMPAIGN
593000000601,IAI,PART_OF_CAMPAIGN
593000000602,NRAA,PART_OF_CAMPAIGN
593000000603,RASFA,PART_OF_CAMPAIGN
593000000604,NRAA,PART_OF_CAMPAIGN
593000000605,PXP,PART_OF_CAMPAIGN
593000000606,SMED,PART_OF_CAMPAIGN
593000000607,GRH,PART_OF_CAMPAIGN
593000000608,GSIA,PART_OF_CAMPAIGN
593000000609,MRB,PART_OF_CAMPAIGN
593000000610,ESR,PART_OF_CAMPAIGN
593000000611,SAPA,PART_OF_CAMPAIGN
593000000612,ACR,PART_OF_CAMPAIGN
593000000613,TRI,PART_OF_CAMPAIGN
593000000614,NRAA,PART_OF_CAMPAIGN
593000000615,ACR,PART_OF_CAMPAIGN
593000000616,NRAA,PART_OF_CAMPAIGN
593000000617,CRC,PART_OF_CAMPAIGN
593000000618,ESR,PART_OF_CAMPAIGN
593000000619,CRC,PART_OF_CAMPAIGN
593000000620,SAPA,PART_OF_CAMPAIGN
593000000621,PMR,PART_OF_CAMPAIGN
593000000622,GSIA,PART_OF_CAMPAIGN
593000000623,NRAA,PART_OF_CAMPAIGN
593000000624,PMR,PART_OF_CAMPAIGN
593000000625,CRC,PART_OF_CAMPAIGN
593000000626,PXP,PART_OF_CAMPAIGN
593000000627,TRI,PART_OF_CAMPAIGN
593000000628,GRH,PART_OF_CAMPAIGN
593000000629,IAI,PART_OF_CAMPAIGN
593000000630,ACR,PART_OF_CAMPAIGN
593000000631,NRA,PART_OF_CAMPAIGN
593000000632,ACRB,PART_OF_CAMPAIGN
593000000633,TRI,PART_OF_CAMPAIGN
593000000634,SAPA,PART_OF_CAMPAIGN
593000000635,ACR,PART_OF_CAMPAIGN
593000000636,NRA,PART_OF_CAMPAIGN
593000000637,NRA,PART_OF_CAMPAIGN
593000000638,GSIA,PART_OF_CAMPAIGN
593000000639,CRC,PART_OF_CAMPAIGN
593000000640,ACRB,PART_OF_CAMPAIGN
593000000641,NRA,PART_OF_CAMPAIGN
593000000642,PXP,PART_OF_CAMPAIGN
593000000643,IAI,PART_OF_CAMPAIGN
593000000644,CRC,PART_OF_CAMPAIGN
593000000645,TRI,PART_OF_CAMPAIGN
593000000646,CRC,PART_OF_CAMPAIGN
593000000647,NRA,PART_OF_CAMPAIGN
593000000648,GSIA,PART_OF_CAMPAIGN
593000000649,SAPA,PART_OF_CAMPAIGN
593000000650,RASFA,PART_OF_CAMPAIGN
593000000651,PXP,PART_OF_CAMPAIGN
593000000652,TRI,PART_OF_CAMPAIGN
593000000653,ESR,PART_OF_CAMPAIGN
593000000654,GRH,PART_OF_CAMPAIGN
593000000655,ACR,PART_OF_CAMPAIGN
593000000656,ACRB,PART_OF_CAMPAIGN
593000000657,PXP,PART_OF_CAMPAIGN
593000000658,SAPA,PART_OF_CAMPAIGN
593000000659,ACRB,PART_OF_CAMPAIGN
593000000660,ACRB,PART_OF_CAMPAIGN
593000000661,CRC,PART_OF_CAMPAIGN
593000000662,NRAA,PART_OF_CAMPAIGN
593000000663,ACR,PART_OF_CAMPAIGN
593000000664,GSIA,PART_OF_CAMPAIGN
593000000665,SMED,PART_OF_CAMPAIGN
593000000666,IAI,PART_OF_CAMPAIGN
593000000667,ESR,PART_OF_CAMPAIGN
593000000668,ACRB,PART_OF_CAMPAIGN
593000000669,SAPA,PART_OF_CAMPAIGN
593000000670,GRH,PART_OF_CAMPAIGN
593000000671,NRAA,PART_OF_CAMPAIGN
593000000672,PMR,PART_OF_CAMPAIGN
593000000673,GSIA,PART_OF_CAMPAIGN
593000000674,NRAA,PART_OF_CAMPAIGN
593000000675,GRH,PART_OF_CAMPAIGN
593000000676,IAI,PART_OF_CAMPAIGN
593000000677,GSIA,PART_OF_CAMPAIGN
593000000678,MRB,PART_OF_CAMPAIGN
593000000679,RASFA,PART_OF_CAMPAIGN
593000000680,NRA,PART_OF_CAMPAIGN
593000000681,ACR,PART_OF_CAMPAIGN
593000000682,GRH,PART_OF_CAMPAIGN
593000000683,CRC,PART_OF_CAMPAIGN
593000000684,MRB,PART_OF_CAMPAIGN
593000000685,TRI,PART_OF_CAMPAIGN
593000000686,IAI,PART_OF_CAMPAIGN
593000000687,SMED,PART_OF_CAMPAIGN
593000000688,PXP,PART_OF_CAMPAIGN
593000000689,IAI,PART_OF_CAMPAIGN
593000000690,ESR,PART_OF_CAMPAIGN
593000000691,GSIA,PART_OF_CAMPAIGN
593000000692,MRB,PART_OF_CAMPAIGN
593000000693,NRAA,PART_OF_CAMPAIGN
593000000694,IAI,PART_OF_CAMPAIGN
593000000695,GSIA,PART_OF_CAMPAIGN
593000000696,MRB,PART_OF_CAMPAIGN
593000000697,NRAA,PART_OF_CAMPAIGN
593000000698,ESR,PART_OF_CAMPAIGN
593000000699,RASFA,PART_OF_CAMPAIGN
593000000700,MRB,PART_OF_CAMPAIGN
593000000701,CRC,PART_OF_CAMPAIGN
593000000702,PXP,PART_OF_CAMPAIGN
593000000703,IAI,PART_OF_CAMPAIGN
593000000704,GRH,PART_OF_CAMPAIGN
593000000705,NRA,PART_OF_CAMPAIGN
593000000706,CRC,PART_OF_CAMPAIGN
593000000707,ACRB,PART_OF_CAMPAIGN
593000000708,PMR,PART_OF_CAMPAIGN
593000000709,CRC,PART_OF_CAMPAIGN
593000000710,IAI,PART_OF_CAMPAIGN
593000000711,ACR,PART_OF_CAMPAIGN
593000000712,SMED,PART_OF_CAMPAIGN
593000000713,SMED,PART_OF_CAMPAIGN
593000000714,ACR,PART_OF_CAMPAIGN
593000000715,RASFA,PART_OF_CAMPAIGN
593000000716,ACR,PART_OF_CAMPAIGN
593000000717,IAI,PART_OF_CAMPAIGN
593000000718,NRA,PART_OF_CAMPAIGN
593000000719,PMR,PART_OF_CAMPAIGN
593000000720,NRAA,PART_OF_CAMPAIGN
593000000721,SAPA,PART_OF_CAMPAIGN
593000000722,IAI,PART_OF_CAMPAIGN
593000000723,IAI,PART_OF_CAMPAIGN
593000000724,ESR,PART_OF_CAMPAIGN
593000000725,CRC,PART_OF_CAMPAIGN
593000000726,GSIA,PART_OF_CAMPAIGN
593000000727,GRH,PART_OF_CAMPAIGN
593000000728,SMED,PART_OF_CAMPAIGN
593000000729,ACR,PART_OF_CAMPAIGN
593000000730,SMED,PART_OF_CAMPAIGN
593000000731,NRA,PART_OF_CAMPAIGN
593000000732,NRAA,PART_OF_CAMPAIGN
593000000733,CRC,PART_OF_CAMPAIGN
593000000734,CRC,PART_OF_CAMPAIGN
593000000735,ACRB,PART_OF_CAMPAIGN
593000000736,IAI,PART_OF_CAMPAIGN
593000000737,TRI,PART_OF_CAMPAIGN
593000000738,NRA,PART_OF_CAMPAIGN
593000000739,SAPA,PART_OF_CAMPAIGN
593000000740,ESR,PART_OF_CAMPAIGN
593000000741,PMR,PART_OF_CAMPAIGN
593000000742,GRH,PART_OF_CAMPAIGN
593000000743,RASFA,PART_OF_CAMPAIGN
593000000744,ACR,PART_OF_CAMPAIGN
593000000745,NRA,PART_OF_CAMPAIGN
593000000746,CRC,PART_OF_CAMPAIGN
593000000747,SMED,PART_OF_CAMPAIGN
593000000748,SMED,PART_OF_CAMPAIGN
593000000749,MRB,PART_OF_CAMPAIGN
593000000750,RASFA,PART_OF_CAMPAIGN
593000000751,GSIA,PART_OF_CAMPAIGN
593000000752,RASFA,PART_OF_CAMPAIGN
593000000753,PXP,PART_OF_CAMPAIGN
593000000754,ESR,PART_OF_CAMPAIGN
593000000755,ACRB,PART_OF_CAMPAIGN
593000000756,RASFA,PART_OF_CAMPAIGN
593000000757,PXP,PART_OF_CAMPAIGN
593000000758,SMED,PART_OF_CAMPAIGN
593000000759,MRB,PART_OF_CAMPAIGN
593000000760,IAI,PART_OF_CAMPAIGN
593000000761,IAI,PART_OF_CAMPAIGN
593000000762,SAPA,PART_OF_CAMPAIGN
593000000763,ACRB,PART_OF_CAMPAIGN
593000000764,ACR,PART_OF_CAMPAIGN
593000000765,ACR,PART_OF_CAMPAIGN
593000000766,IAI,PART_OF_CAMPAIGN
593000000767,IAI,PART_OF_CAMPAIGN
593000000768,NRA,PART_OF_CAMPAIGN
593000000769,GRH,PART_OF_CAMPAIGN
593000000770,GRH,PART_OF_CAMPAIGN
593000000771,NRAA,PART_OF_CAMPAIGN
593000000772,SMED,PART_OF_CAMPAIGN
593000000773,ACR,PART_OF_CAMPAIGN
593000000774,GSIA,PART_OF_CAMPAIGN
593000000775,ACRB,PART_OF_CAMPAIGN
593000000776,ACRB,PART_OF_CAMPAIGN
593000000777,RASFA,PART_OF_CAMPAIGN
593000000778,NRAA,PART_OF_CAMPAIGN
593000000779,ESR,PART_OF_CAMPAIGN
593000000780,SAPA,PART_OF_CAMPAIGN
593000000781,MRB,PART_OF_CAMPAIGN
593000000782,GSIA,PART_OF_CAMPAIGN
593000000783,IAI,PART_OF_CAMPAIGN
593000000784,GSIA,PART_OF_CAMPAIGN
593000000785,PXP,PART_OF_CAMPAIGN
593000000786,PMR,PART_OF_CAMPAIGN
593000000787,NRAA,PART_OF_CAMPAIGN
593000000788,ACRB,PART_OF_CAMPAIGN
593000000789,IAI,PART_OF_CAMPAIGN
593000000790,NRA,PART_OF_CAMPAIGN
593000000791,ESR,PART_OF_CAMPAIGN
593000000792,ACRB,PART_OF_CAMPAIGN
593000000793,IAI,PART_OF_CAMPAIGN
593000000794,ACRB,PART_OF_CAMPAIGN
593000000795,NRAA,PART_OF_CAMPAIGN
593000000796,SMED,PART_OF_CAMPAIGN
593000000797,GSIA,PART_OF_CAMPAIGN
593000000798,SAPA,PART_OF_CAMPAIGN
593000000799,ACR,PART_OF_CAMPAIGN
593000000800,CRC,PART_OF_CAMPAIGN
593000000801,NRA,PART_OF_CAMPAIGN
593000000802,GSIA,PART_OF_CAMPAIGN
593000000803,NRAA,PART_OF_CAMPAIGN
593000000804,MRB,PART_OF_CAMPAIGN
593000000805,GSIA,PART_OF_CAMPAIGN
593000000806,NRA,PART_OF_CAMPAIGN
593000000807,ACRB,PART_OF_CAMPAIGN
593000000808,IAI,PART_OF_CAMPAIGN
593000000809,ACR,PART_OF_CAMPAIGN
593000000810,SAPA,PART_OF_CAMPAIGN
593000000811,RASFA,PART_OF_CAMPAIGN
593000000812,SMED,PART_OF_CAMPAIGN
593000000813,PXP,PART_OF_CAMPAIGN
593000000814,CRC,PART_OF_CAMPAIGN
593000000815,CRC,PART_OF_CAMPAIGN
593000000816,TRI,PART_OF_CAMPAIGN
593000000817,ACR,PART_OF_CAMPAIGN
593000000818,GSIA,PART_OF_CAMPAIGN
593000000819,SMED,PART_OF_CAMPAIGN
593000000820,RASFA,PART_OF_CAMPAIGN
593000000821,TRI,PART_OF_CAMPAIGN
593000000822,NRAA,PART_OF_CAMPAIGN
593000000823,NRAA,PART_OF_CAMPAIGN
593000000824,SMED,PART_OF_CAMPAIGN
593000000825,TRI,PART_OF_CAMPAIGN
593000000826,MRB,PART_OF_CAMPAIGN
593000000827,GSIA,PART_OF_CAMPAIGN
593000000828,MRB,PART_OF_CAMPAIGN
593000000829,CRC,PART_OF_CAMPAIGN
593000000830,SAPA,PART_OF_CAMPAIGN
593000000831,CRC,PART_OF_CAMPAIGN
593000000832,GSIA,PART_OF_CAMPAIGN
593000000833,SMED,PART_OF_CAMPAIGN
593000000834,MRB,PART_OF_CAMPAIGN
593000000835,ACR,PART_OF_CAMPAIGN
593000000836,TRI,PART_OF_CAMPAIGN
593000000837,CRC,PART_OF_CAMPAIGN
593000000838,SMED,PART_OF_CAMPAIGN
593000000839,ACRB,PART_OF_CAMPAIGN
593000000840,ESR,PART_OF_CAMPAIGN
593000000841,NRA,PART_OF_CAMPAIGN
593000000842,TRI,PART_OF_CAMPAIGN
593000000843,CRC,PART_OF_CAMPAIGN
593000000844,RASFA,PART_OF_CAMPAIGN
593000000845,MRB,PART_OF_CAMPAIGN
593000000846,CRC,PART_OF_CAMPAIGN
593000000847,PXP,PART_OF_CAMPAIGN
593000000848,SAPA,PART_OF_CAMPAIGN
593000000849,NRA,PART_OF_CAMPAIGN
593000000850,ACR,PART_OF_CAMPAIGN
593000000851,ACR,PART_OF_CAMPAIGN
593000000852,IAI,PART_OF_CAMPAIGN
593000000853,NRAA,PART_OF_CAMPAIGN
593000000854,PXP,PART_OF_CAMPAIGN
593000000855,ACR,PART_OF_CAMPAIGN
593000000856,ESR,PART_OF_CAMPAIGN
593000000857,IAI,PART_OF_CAMPAIGN
593000000858,SMED,PART_OF_CAMPAIGN
593000000859,RASFA,PART_OF_CAMPAIGN
593000000860,ACR,PART_OF_CAMPAIGN
593000000861,SAPA,PART_OF_CAMPAIGN
593000000862,NRA,PART_OF_CAMPAIGN
593000000863,RASFA,PART_OF_CAMPAIGN
593000000864,NRA,PART_OF_CAMPAIGN
593000000865,PXP,PART_OF_CAMPAIGN
593000000866,MRB,PART_OF_CAMPAIGN
593000000867,SMED,PART_OF_CAMPAIGN
593000000868,ESR,PART_OF_CAMPAIGN
593000000869,NRAA,PART_OF_CAMPAIGN
593000000870,RASFA,PART_OF_CAMPAIGN
593000000871,TRI,PART_OF_CAMPAIGN
593000000872,IAI,PART_OF_CAMPAIGN
593000000873,ESR,PART_OF_CAMPAIGN
593000000874,IAI,PART_OF_CAMPAIGN
593000000875,PMR,PART_OF_CAMPAIGN
593000000876,MRB,PART_OF_CAMPAIGN
593000000877,TRI,PART_OF_CAMPAIGN
593000000878,IAI,PART_OF_CAMPAIGN
593000000879,ACRB,PART_OF_CAMPAIGN
593000000880,TRI,PART_OF_CAMPAIGN
593000000881,ESR,PART_OF_CAMPAIGN
593000000882,ESR,PART_OF_CAMPAIGN
593000000883,CRC,PART_OF_CAMPAIGN
593000000884,MRB,PART_OF_CAMPAIGN
593000000885,ACR,PART_OF_CAMPAIGN
593000000886,PMR,PART_OF_CAMPAIGN
593000000887,GRH,PART_OF_CAMPAIGN
593000000888,SMED,PART_OF_CAMPAIGN
593000000889,NRA,PART_OF_CAMPAIGN
593000000890,IAI,PART_OF_CAMPAIGN
593000000891,CRC,PART_OF_CAMPAIGN
593000000892,NRAA,PART_OF_CAMPAIGN
593000000893,PXP,PART_OF_CAMPAIGN
593000000894,NRAA,PART_OF_CAMPAIGN
593000000895,SMED,PART_OF_CAMPAIGN
593000000896,GSIA,PART_OF_CAMPAIGN
593000000897,NRA,PART_OF_CAMPAIGN
593000000898,ACR,PART_OF_CAMPAIGN
593000000899,ACRB,PART_OF_CAMPAIGN
593000000900,NRA,PART_OF_CAMPAIGN
593000000901,MRB,PART_OF_CAMPAIGN
593000000902,PXP,PART_OF_CAMPAIGN
593000000903,TRI,PART_OF_CAMPAIGN
593000000904,NRA,PART_OF_CAMPAIGN
593000000905,ACR,PART_OF_CAMPAIGN
593000000906,TRI,PART_OF_CAMPAIGN
593000000907,NRA,PART_OF_CAMPAIGN
593000000908,PXP,PART_OF_CAMPAIGN
593000000909,SMED,PART_OF_CAMPAIGN
593000000910,ACRB,PART_OF_CAMPAIGN
593000000911,SMED,PART_OF_CAMPAIGN
593000000912,SAPA,PART_OF_CAMPAIGN
593000000913,SAPA,PART_OF_CAMPAIGN
593000000914,SAPA,PART_OF_CAMPAIGN
593000000915,PMR,PART_OF_CAMPAIGN
593000000916,IAI,PART_OF_CAMPAIGN
593000000917,ACR,PART_OF_CAMPAIGN
593000000918,MRB,PART_OF_CAMPAIGN
593000000919,PMR,PART_OF_CAMPAIGN
593000000920,SMED,PART_OF_CAMPAIGN
593000000921,ACRB,PART_OF_CAMPAIGN
593000000922,ESR,PART_OF_CAMPAIGN
593000000923,NRAA,PART_OF_CAMPAIGN
593000000924,TRI,PART_OF_CAMPAIGN
593000000925,MRB,PART_OF_CAMPAIGN
593000000926,ACRB,PART_OF_CAMPAIGN
593000000927,TRI,PART_OF_CAMPAIGN
593000000928,SMED,PART_OF_CAMPAIGN
593000000929,SMED,PART_OF_CAMPAIGN
593000000930,RASFA,PART_OF_CAMPAIGN
593000000931,NRA,PART_OF_CAMPAIGN
593000000932,ACRB,PART_OF_CAMPAIGN
593000000933,ESR,PART_OF_CAMPAIGN
593000000934,SAPA,PART_OF_CAMPAIGN
593000000935,TRI,PART_OF_CAMPAIGN
593000000936,PMR,PART_OF_CAMPAIGN
593000000937,MRB,PART_OF_CAMPAIGN
593000000938,CRC,PART_OF_CAMPAIGN
593000000939,CRC,PART_OF_CAMPAIGN
593000000940,IAI,PART_OF_CAMPAIGN
593000000941,CRC,PART_OF_CAMPAIGN
593000000942,TRI,PART_OF_CAMPAIGN
593000000943,GSIA,PART_OF_CAMPAIGN
593000000944,TRI,PART_OF_CAMPAIGN
593000000945,NRA,PART_OF_CAMPAIGN
593000000946,SAPA,PART_OF_CAMPAIGN
593000000947,SMED,PART_OF_CAMPAIGN
593000000948,IAI,PART_OF_CAMPAIGN
593000000949,IAI,PART_OF_CAMPAIGN
593000000950,SAPA,PART_OF_CAMPAIGN
593000000951,IAI,PART_OF_CAMPAIGN
593000000952,NRAA,PART_OF_CAMPAIGN
593000000953,GRH,PART_OF_CAMPAIGN
593000000954,GSIA,PART_OF_CAMPAIGN
593000000955,PMR,PART_OF_CAMPAIGN
593000000956,SAPA,PART_OF_CAMPAIGN
593000000957,CRC,PART_OF_CAMPAIGN
593000000958,IAI,PART_OF_CAMPAIGN
593000000959,ACR,PART_OF_CAMPAIGN
593000000960,CRC,PART_OF_CAMPAIGN
593000000961,PMR,PART_OF_CAMPAIGN
593000000962,ACR,PART_OF_CAMPAIGN
593000000963,PMR,PART_OF_CAMPAIGN
593000000964,GSIA,PART_OF_CAMPAIGN
593000000965,SAPA,PART_OF_CAMPAIGN
593000000966,GRH,PART_OF_CAMPAIGN
593000000967,GSIA,PART_OF_CAMPAIGN
593000000968,PXP,PART_OF_CAMPAIGN
593000000969,ACRB,PART_OF_CAMPAIGN
593000000970,PMR,PART_OF_CAMPAIGN
593000000971,TRI,PART_OF_CAMPAIGN
593000000972,NRAA,PART_OF_CAMPAIGN
593000000973,SMED,PART_OF_CAMPAIGN
593000000974,SMED,PART_OF_CAMPAIGN
593000000975,NRAA,PART_OF_CAMPAIGN
593000000976,ACRB,PART_OF_CAMPAIGN
593000000977,NRA,PART_OF_CAMPAIGN
593000000978,ACR,PART_OF_CAMPAIGN
593000000979,ACRB,PART_OF_CAMPAIGN
593000000980,ACR,PART_OF_CAMPAIGN
593000000981,ESR,PART_OF_CAMPAIGN
593000000982,GRH,PART_OF_CAMPAIGN
593000000983,TRI,PART_OF_CAMPAIGN
593000000984,SMED,PART_OF_CAMPAIGN
593000000985,MRB,PART_OF_CAMPAIGN
593000000986,NRA,PART_OF_CAMPAIGN
593000000987,PMR,PART_OF_CAMPAIGN
593000000988,ACR,PART_OF_CAMPAIGN
593000000989,ACRB,PART_OF_CAMPAIGN
593000000990,PMR,PART_OF_CAMPAIGN
593000000991,NRA,PART_OF_CAMPAIGN
593000000992,GRH,PART_OF_CAMPAIGN
593000000993,PXP,PART_OF_CAMPAIGN
593000000994,TRI,PART_OF_CAMPAIGN
593000000995,ACR,PART_OF_CAMPAIGN
593000000996,PMR,PART_OF_CAMPAIGN
593000000997,ACR,PART_OF_CAMPAIGN
593000000998,MRB,PART_OF_CAMPAIGN
593000000999,TRI,PART_OF_CAMPAIGN
593000001000,PMR,PART_OF_CAMPAIGN
593000001001,NRA,PART_OF_CAMPAIGN
593000001002,PXP,PART_OF_CAMPAIGN
593000001003,RASFA,PART_OF_CAMPAIGN
593000001004,RASFA,PART_OF_CAMPAIGN
593000001005,SAPA,PART_OF_CAMPAIGN
593000001006,RASFA,PART_OF_CAMPAIGN
593000001007,RASFA,PART_OF_CAMPAIGN
593000001008,RASFA,PART_OF_CAMPAIGN
593000001009,CRC,PART_OF_CAMPAIGN
593000001010,ESR,PART_OF_CAMPAIGN
593000001011,ACRB,PART_OF_CAMPAIGN
593000001012,TRI,PART_OF_CAMPAIGN
593000001013,ACRB,PART_OF_CAMPAIGN
593000001014,IAI,PART_OF_CAMPAIGN
593000001015,PXP,PART_OF_CAMPAIGN
593000001016,NRA,PART_OF_CAMPAIGN
593000001017,SAPA,PART_OF_CAMPAIGN
593000001018,SMED,PART_OF_CAMPAIGN
593000001019,GSIA,PART_OF_CAMPAIGN
593000001020,PXP,PART_OF_CAMPAIGN
593000001021,PXP,PART_OF_CAMPAIGN
593000001022,IAI,PART_OF_CAMPAIGN
593000001023,ACRB,PART_OF_CAMPAIGN
593000001024,RASFA,PART_OF_CAMPAIGN
593000001025,PXP,PART_OF_CAMPAIGN
593000001026,CRC,PART_OF_CAMPAIGN
593000001027,CRC,PART_OF_CAMPAIGN
593000001028,MRB,PART_OF_CAMPAIGN
593000001029,PMR,PART_OF_CAMPAIGN
593000001030,ESR,PART_OF_CAMPAIGN
593000001031,ESR,PART_OF_CAMPAIGN
593000001032,ESR,PART_OF_CAMPAIGN
593000001033,ESR,PART_OF_CAMPAIGN
593000001034,NRAA,PART_OF_CAMPAIGN
593000001035,ACR,PART_OF_CAMPAIGN
593000001036,PMR,PART_OF_CAMPAIGN
593000001037,CRC,PART_OF_CAMPAIGN
593000001038,IAI,PART_OF_CAMPAIGN
593000001039,IAI,PART_OF_CAMPAIGN
593000001040,PMR,PART_OF_CAMPAIGN
593000001041,PXP,PART_OF_CAMPAIGN
593000001042,TRI,PART_OF_CAMPAIGN
593000001043,PXP,PART_OF_CAMPAIGN
593000001044,NRA,PART_OF_CAMPAIGN
593000001045,NRA,PART_OF_CAMPAIGN
593000001046,RASFA,PART_OF_CAMPAIGN
593000001047,CRC,PART_OF_CAMPAIGN
593000001048,PXP,PART_OF_CAMPAIGN
593000001049,NRA,PART_OF_CAMPAIGN
593000001050,SAPA,PART_OF_CAMPAIGN
593000001051,NRA,PART_OF_CAMPAIGN
593000001052,PMR,PART_OF_CAMPAIGN
593000001053,IAI,PART_OF_CAMPAIGN
593000001054,NRA,PART_OF_CAMPAIGN
593000001055,MRB,PART_OF_CAMPAIGN
593000001056,TRI,PART_OF_CAMPAIGN
593000001057,NRA,PART_OF_CAMPAIGN
593000001058,SAPA,PART_OF_CAMPAIGN
593000001059,PMR,PART_OF_CAMPAIGN
593000001060,ESR,PART_OF_CAMPAIGN
593000001061,SAPA,PART_OF_CAMPAIGN
593000001062,ESR,PART_OF_CAMPAIGN
593000001063,ACRB,PART_OF_CAMPAIGN
593000001064,ESR,PART_OF_CAMPAIGN
593000001065,TRI,PART_OF_CAMPAIGN
593000001066,ACRB,PART_OF_CAMPAIGN
593000001067,ACRB,PART_OF_CAMPAIGN
593000001068,SAPA,PART_OF_CAMPAIGN
593000001069,GSIA,PART_OF_CAMPAIGN
593000001070,NRAA,PART_OF_CAMPAIGN
593000001071,SAPA,PART_OF_CAMPAIGN
593000001072,MRB,PART_OF_CAMPAIGN
593000001073,NRA,PART_OF_CAMPAIGN
593000001074,RASFA,PART_OF_CAMPAIGN
593000001075,SAPA,PART_OF_CAMPAIGN
593000001076,IAI,PART_OF_CAMPAIGN
593000001077,GRH,PART_OF_CAMPAIGN
593000001078,MRB,PART_OF_CAMPAIGN
593000001079,ACRB,PART_OF_CAMPAIGN
593000001080,SAPA,PART_OF_CAMPAIGN
593000001081,ACR,PART_OF_CAMPAIGN
593000001082,CRC,PART_OF_CAMPAIGN
593000001083,PXP,PART_OF_CAMPAIGN
593000001084,PMR,PART_OF_CAMPAIGN
593000001085,RASFA,PART_OF_CAMPAIGN
593000001086,GSIA,PART_OF_CAMPAIGN
593000001087,ACR,PART_OF_CAMPAIGN
593000001088,IAI,PART_OF_CAMPAIGN
593000001089,MRB,PART_OF_CAMPAIGN
593000001090,GRH,PART_OF_CAMPAIGN
593000001091,GRH,PART_OF_CAMPAIGN
593000001092,ESR,PART_OF_CAMPAIGN
593000001093,ESR,PART_OF_CAMPAIGN
593000001094,NRAA,PART_OF_CAMPAIGN
593000001095,GSIA,PART_OF_CAMPAIGN
593000001096,SMED,PART_OF_CAMPAIGN
593000001097,NRAA,PART_OF_CAMPAIGN
593000001098,TRI,PART_OF_CAMPAIGN
593000001099,PMR,PART_OF_CAMPAIGN
593000001100,IAI,PART_OF_CAMPAIGN
593000001101,PXP,PART_OF_CAMPAIGN
593000001102,PXP,PART_OF_CAMPAIGN
593000001103,MRB,PART_OF_CAMPAIGN
593000001104,TRI,PART_OF_CAMPAIGN
593000001105,NRAA,PART_OF_CAMPAIGN
593000001106,SAPA,PART_OF_CAMPAIGN
593000001107,TRI,PART_OF_CAMPAIGN
593000001108,ACRB,PART_OF_CAMPAIGN
593000001109,PMR,PART_OF_CAMPAIGN
593000001110,MRB,PART_OF_CAMPAIGN
593000001111,MRB,PART_OF_CAMPAIGN
593000001112,PXP,PART_OF_CAMPAIGN
593000001113,RASFA,PART_OF_CAMPAIGN
593000001114,TRI,PART_OF_CAMPAIGN
593000001115,NRAA,PART_OF_CAMPAIGN
593000001116,PMR,PART_OF_CAMPAIGN
593000001117,SMED,PART_OF_CAMPAIGN
593000001118,ESR,PART_OF_CAMPAIGN
593000001119,CRC,PART_OF_CAMPAIGN
593000001120,MRB,PART_OF_CAMPAIGN
593000001121,TRI,PART_OF_CAMPAIGN
593000001122,ESR,PART_OF_CAMPAIGN
593000001123,CRC,PART_OF_CAMPAIGN
593000001124,ACR,PART_OF_CAMPAIGN
593000001125,SMED,PART_OF_CAMPAIGN
593000001126,ACRB,PART_OF_CAMPAIGN
593000001127,GRH,PART_OF_CAMPAIGN
593000001128,GRH,PART_OF_CAMPAIGN
593000001129,RASFA,PART_OF_CAMPAIGN
593000001130,IAI,PART_OF_CAMPAIGN
593000001131,CRC,PART_OF_CAMPAIGN
593000001132,RASFA,PART_OF_CAMPAIGN
593000001133,PMR,PART_OF_CAMPAIGN
593000001134,PMR,PART_OF_CAMPAIGN
593000001135,GSIA,PART_OF_CAMPAIGN
593000001136,PMR,PART_OF_CAMPAIGN
593000001137,ACRB,PART_OF_CAMPAIGN
593000001138,TRI,PART_OF_CAMPAIGN
593000001139,SMED,PART_OF_CAMPAIGN
593000001140,TRI,PART_OF_CAMPAIGN
593000001141,RASFA,PART_OF_CAMPAIGN
593000001142,ACR,PART_OF_CAMPAIGN
593000001143,ACRB,PART_OF_CAMPAIGN
593000001144,PMR,PART_OF_CAMPAIGN
593000001145,ACRB,PART_OF_CAMPAIGN
593000001146,GSIA,PART_OF_CAMPAIGN
